# wavelength	flux	error
7.495495e+03	4.449788e+01	8.899576e+00
7.501502e+03	4.442665e+01	8.885331e+00
7.507508e+03	4.435560e+01	8.871120e+00
7.513514e+03	4.428472e+01	8.856943e+00
7.519520e+03	4.421400e+01	8.842800e+00
7.525526e+03	4.414346e+01	8.828691e+00
7.531532e+03	4.407308e+01	8.814616e+00
7.537538e+03	4.400287e+01	8.800575e+00
7.543544e+03	4.393283e+01	8.786567e+00
7.549550e+03	4.386296e+01	8.772592e+00
7.555556e+03	4.379325e+01	8.758651e+00
7.561562e+03	4.372371e+01	8.744742e+00
7.567568e+03	4.365434e+01	8.730867e+00
7.573574e+03	4.358513e+01	8.717025e+00
7.579580e+03	4.351608e+01	8.703216e+00
7.585586e+03	4.344720e+01	8.689440e+00
7.591592e+03	4.337848e+01	8.675696e+00
7.597598e+03	4.330993e+01	8.661985e+00
7.603604e+03	4.324153e+01	8.648306e+00
7.609610e+03	4.317330e+01	8.634660e+00
7.615616e+03	4.310523e+01	8.621046e+00
7.621622e+03	4.303732e+01	8.607464e+00
7.627628e+03	4.296957e+01	8.593915e+00
7.633634e+03	4.290198e+01	8.580397e+00
7.639640e+03	4.283456e+01	8.566911e+00
7.645646e+03	4.276728e+01	8.553457e+00
7.651652e+03	4.270017e+01	8.540034e+00
7.657658e+03	4.263322e+01	8.526644e+00
7.663664e+03	4.256642e+01	8.513284e+00
7.669670e+03	4.249978e+01	8.499956e+00
7.675676e+03	4.243330e+01	8.486659e+00
7.681682e+03	4.236697e+01	8.473394e+00
7.687688e+03	4.230080e+01	8.460159e+00
7.693694e+03	4.223478e+01	8.446956e+00
7.699700e+03	4.216892e+01	8.433783e+00
7.705706e+03	4.210321e+01	8.420641e+00
7.711712e+03	4.203765e+01	8.407530e+00
7.717718e+03	4.197225e+01	8.394450e+00
7.723724e+03	4.190700e+01	8.381400e+00
7.729730e+03	4.184190e+01	8.368380e+00
7.735736e+03	4.177695e+01	8.355391e+00
7.741742e+03	4.171216e+01	8.342431e+00
7.747748e+03	4.164751e+01	8.329502e+00
7.753754e+03	4.158302e+01	8.316603e+00
7.759760e+03	4.151867e+01	8.303734e+00
7.765766e+03	4.145448e+01	8.290895e+00
7.771772e+03	4.139043e+01	8.278086e+00
7.777778e+03	4.132653e+01	8.265306e+00
7.783784e+03	4.126278e+01	8.252556e+00
7.789790e+03	4.119918e+01	8.239835e+00
7.795796e+03	4.113572e+01	8.227144e+00
7.801802e+03	4.107241e+01	8.214482e+00
7.807808e+03	4.100925e+01	8.201849e+00
7.813814e+03	4.094623e+01	8.189245e+00
7.819820e+03	4.088335e+01	8.176671e+00
7.825826e+03	4.082063e+01	8.164125e+00
7.831832e+03	4.075804e+01	8.151608e+00
7.837838e+03	4.069560e+01	8.139120e+00
7.843844e+03	4.063330e+01	8.126661e+00
7.849850e+03	4.057115e+01	8.114230e+00
7.855856e+03	4.050914e+01	8.101827e+00
7.861862e+03	4.044727e+01	8.089454e+00
7.867868e+03	4.038554e+01	8.077108e+00
7.873874e+03	4.032395e+01	8.064791e+00
7.879880e+03	4.026251e+01	8.052501e+00
7.885886e+03	4.020120e+01	8.040240e+00
7.891892e+03	4.014004e+01	8.028007e+00
7.897898e+03	4.007901e+01	8.015802e+00
7.903904e+03	4.001812e+01	8.003624e+00
7.909910e+03	3.995737e+01	7.991475e+00
7.915916e+03	3.989676e+01	7.979353e+00
7.921922e+03	3.983629e+01	7.967258e+00
7.927928e+03	3.977596e+01	7.955191e+00
7.933934e+03	3.971576e+01	7.943151e+00
7.939940e+03	3.965570e+01	7.931139e+00
7.945946e+03	3.959577e+01	7.919154e+00
7.951952e+03	3.953598e+01	7.907196e+00
7.957958e+03	3.947633e+01	7.895265e+00
7.963964e+03	3.941681e+01	7.883361e+00
7.969970e+03	3.935742e+01	7.871484e+00
7.975976e+03	3.929817e+01	7.859634e+00
7.981982e+03	3.923905e+01	7.847811e+00
7.987988e+03	3.918007e+01	7.836014e+00
7.993994e+03	3.912122e+01	7.824244e+00
8.000000e+03	3.906250e+01	7.812500e+00
8.006006e+03	3.900391e+01	7.800783e+00
8.012012e+03	3.894546e+01	7.789092e+00
8.018018e+03	3.888714e+01	7.777427e+00
8.024024e+03	3.882894e+01	7.765789e+00
8.030030e+03	3.877088e+01	7.754176e+00
8.036036e+03	3.871295e+01	7.742590e+00
8.042042e+03	3.865515e+01	7.731029e+00
8.048048e+03	3.859747e+01	7.719495e+00
8.054054e+03	3.853993e+01	7.707986e+00
8.060060e+03	3.848252e+01	7.696503e+00
8.066066e+03	3.842523e+01	7.685046e+00
8.072072e+03	3.836807e+01	7.673614e+00
8.078078e+03	3.831104e+01	7.662208e+00
8.084084e+03	3.825413e+01	7.650827e+00
8.090090e+03	3.819736e+01	7.639471e+00
8.096096e+03	3.814070e+01	7.628141e+00
8.102102e+03	3.808418e+01	7.616836e+00
8.108108e+03	3.802778e+01	7.605556e+00
8.114114e+03	3.797150e+01	7.594301e+00
8.120120e+03	3.791535e+01	7.583071e+00
8.126126e+03	3.785933e+01	7.571865e+00
8.132132e+03	3.780343e+01	7.560685e+00
8.138138e+03	3.774765e+01	7.549530e+00
8.144144e+03	3.769199e+01	7.538399e+00
8.150150e+03	3.763646e+01	7.527292e+00
8.156156e+03	3.758105e+01	7.516211e+00
8.162162e+03	3.752577e+01	7.505153e+00
8.168168e+03	3.747060e+01	7.494120e+00
8.174174e+03	3.741556e+01	7.483112e+00
8.180180e+03	3.736064e+01	7.472127e+00
8.186186e+03	3.730584e+01	7.461167e+00
8.192192e+03	3.725116e+01	7.450231e+00
8.198198e+03	3.719659e+01	7.439319e+00
8.204204e+03	3.714215e+01	7.428431e+00
8.210210e+03	3.708783e+01	7.417567e+00
8.216216e+03	3.703363e+01	7.406726e+00
8.222222e+03	3.697955e+01	7.395909e+00
8.228228e+03	3.692558e+01	7.385116e+00
8.234234e+03	3.687174e+01	7.374347e+00
8.240240e+03	3.681801e+01	7.363601e+00
8.246246e+03	3.676439e+01	7.352879e+00
8.252252e+03	3.671090e+01	7.342180e+00
8.258258e+03	3.665752e+01	7.331504e+00
8.264264e+03	3.660426e+01	7.320852e+00
8.270270e+03	3.655111e+01	7.310223e+00
8.276276e+03	3.649808e+01	7.299617e+00
8.282282e+03	3.644517e+01	7.289034e+00
8.288288e+03	3.639237e+01	7.278474e+00
8.294294e+03	3.633968e+01	7.267936e+00
8.300300e+03	3.628711e+01	7.257422e+00
8.306306e+03	3.623465e+01	7.246931e+00
8.312312e+03	3.618231e+01	7.236462e+00
8.318318e+03	3.613008e+01	7.226016e+00
8.324324e+03	3.607796e+01	7.215593e+00
8.330330e+03	3.602596e+01	7.205192e+00
8.336336e+03	3.597407e+01	7.194814e+00
8.342342e+03	3.592229e+01	7.184458e+00
8.348348e+03	3.587062e+01	7.174124e+00
8.354354e+03	3.581906e+01	7.163813e+00
8.360360e+03	3.576762e+01	7.153524e+00
8.366366e+03	3.571628e+01	7.143257e+00
8.372372e+03	3.566506e+01	7.133012e+00
8.378378e+03	3.561394e+01	7.122789e+00
8.384384e+03	3.556294e+01	7.112588e+00
8.390390e+03	3.551204e+01	7.102409e+00
8.396396e+03	3.546126e+01	7.092252e+00
8.402402e+03	3.541058e+01	7.082116e+00
8.408408e+03	3.536001e+01	7.072003e+00
8.414414e+03	3.530955e+01	7.061911e+00
8.420420e+03	3.525920e+01	7.051840e+00
8.426426e+03	3.520896e+01	7.041791e+00
8.432432e+03	3.515882e+01	7.031764e+00
8.438438e+03	3.510879e+01	7.021758e+00
8.444444e+03	3.505886e+01	7.011773e+00
8.450450e+03	3.500905e+01	7.001809e+00
8.456456e+03	3.495934e+01	6.991867e+00
8.462462e+03	3.490973e+01	6.981946e+00
8.468468e+03	3.486023e+01	6.972046e+00
8.474474e+03	3.481084e+01	6.962167e+00
8.480480e+03	3.476155e+01	6.952309e+00
8.486486e+03	3.471236e+01	6.942472e+00
8.492492e+03	3.466328e+01	6.932656e+00
8.498498e+03	3.461430e+01	6.922861e+00
8.504505e+03	3.456543e+01	6.913086e+00
8.510511e+03	3.451666e+01	6.903332e+00
8.516517e+03	3.446800e+01	6.893599e+00
8.522523e+03	3.441943e+01	6.883886e+00
8.528529e+03	3.437097e+01	6.874194e+00
8.534535e+03	3.432261e+01	6.864522e+00
8.540541e+03	3.427436e+01	6.854871e+00
8.546547e+03	3.422620e+01	6.845240e+00
8.552553e+03	3.417815e+01	6.835629e+00
8.558559e+03	3.413019e+01	6.826039e+00
8.564565e+03	3.408234e+01	6.816468e+00
8.570571e+03	3.403459e+01	6.806918e+00
8.576577e+03	3.398694e+01	6.797388e+00
8.582583e+03	3.393939e+01	6.787878e+00
8.588589e+03	3.389194e+01	6.778388e+00
8.594595e+03	3.384459e+01	6.768917e+00
8.600601e+03	3.379733e+01	6.759467e+00
8.606607e+03	3.375018e+01	6.750036e+00
8.612613e+03	3.370313e+01	6.740625e+00
8.618619e+03	3.365617e+01	6.731234e+00
8.624625e+03	3.360931e+01	6.721862e+00
8.630631e+03	3.356255e+01	6.712510e+00
8.636637e+03	3.351589e+01	6.703177e+00
8.642643e+03	3.346932e+01	6.693864e+00
8.648649e+03	3.342285e+01	6.684570e+00
8.654655e+03	3.337648e+01	6.675296e+00
8.660661e+03	3.333020e+01	6.666041e+00
8.666667e+03	3.328402e+01	6.656805e+00
8.672673e+03	3.323794e+01	6.647588e+00
8.678679e+03	3.319195e+01	6.638390e+00
8.684685e+03	3.314606e+01	6.629212e+00
8.690691e+03	3.310026e+01	6.620052e+00
8.696697e+03	3.305456e+01	6.610912e+00
8.702703e+03	3.300895e+01	6.601790e+00
8.708709e+03	3.296344e+01	6.592687e+00
8.714715e+03	3.291802e+01	6.583603e+00
8.720721e+03	3.287269e+01	6.574538e+00
8.726727e+03	3.282746e+01	6.565492e+00
8.732733e+03	3.278232e+01	6.556464e+00
8.738739e+03	3.273727e+01	6.547455e+00
8.744745e+03	3.269232e+01	6.538464e+00
8.750751e+03	3.264746e+01	6.529492e+00
8.756757e+03	3.260269e+01	6.520538e+00
8.762763e+03	3.255801e+01	6.511603e+00
8.768769e+03	3.251343e+01	6.502686e+00
8.774775e+03	3.246894e+01	6.493787e+00
8.780781e+03	3.242453e+01	6.484907e+00
8.786787e+03	3.238022e+01	6.476045e+00
8.792793e+03	3.233600e+01	6.467201e+00
8.798799e+03	3.229187e+01	6.458375e+00
8.804805e+03	3.224783e+01	6.449567e+00
8.810811e+03	3.220388e+01	6.440777e+00
8.816817e+03	3.216002e+01	6.432005e+00
8.822823e+03	3.211625e+01	6.423251e+00
8.828829e+03	3.207257e+01	6.414515e+00
8.834835e+03	3.202898e+01	6.405796e+00
8.840841e+03	3.198548e+01	6.397096e+00
8.846847e+03	3.194207e+01	6.388413e+00
8.852853e+03	3.189874e+01	6.379748e+00
8.858859e+03	3.185550e+01	6.371100e+00
8.864865e+03	3.181235e+01	6.362470e+00
8.870871e+03	3.176929e+01	6.353858e+00
8.876877e+03	3.172631e+01	6.345263e+00
8.882883e+03	3.168343e+01	6.336685e+00
8.888889e+03	3.164063e+01	6.328125e+00
8.894895e+03	3.159791e+01	6.319582e+00
8.900901e+03	3.155528e+01	6.311057e+00
8.906907e+03	3.151274e+01	6.302548e+00
8.912913e+03	3.147029e+01	6.294057e+00
8.918919e+03	3.142792e+01	6.285583e+00
8.924925e+03	3.138563e+01	6.277126e+00
8.930931e+03	3.134343e+01	6.268686e+00
8.936937e+03	3.130132e+01	6.260264e+00
8.942943e+03	3.125929e+01	6.251858e+00
8.948949e+03	3.121734e+01	6.243469e+00
8.954955e+03	3.117548e+01	6.235097e+00
8.960961e+03	3.113371e+01	6.226741e+00
8.966967e+03	3.109202e+01	6.218403e+00
8.972973e+03	3.105041e+01	6.210081e+00
8.978979e+03	3.100888e+01	6.201776e+00
8.984985e+03	3.096744e+01	6.193488e+00
8.990991e+03	3.092608e+01	6.185216e+00
8.996997e+03	3.088480e+01	6.176961e+00
9.003003e+03	3.084361e+01	6.168722e+00
9.009009e+03	3.080250e+01	6.160500e+00
9.015015e+03	3.076147e+01	6.152294e+00
9.021021e+03	3.072052e+01	6.144105e+00
9.027027e+03	3.067966e+01	6.135932e+00
9.033033e+03	3.063887e+01	6.127775e+00
9.039039e+03	3.059817e+01	6.119634e+00
9.045045e+03	3.055755e+01	6.111510e+00
9.051051e+03	3.051701e+01	6.103402e+00
9.057057e+03	3.047655e+01	6.095310e+00
9.063063e+03	3.043617e+01	6.087234e+00
9.069069e+03	3.039587e+01	6.079174e+00
9.075075e+03	3.035565e+01	6.071130e+00
9.081081e+03	3.031551e+01	6.063102e+00
9.087087e+03	3.027545e+01	6.055090e+00
9.093093e+03	3.023547e+01	6.047094e+00
9.099099e+03	3.019557e+01	6.039114e+00
9.105105e+03	3.015575e+01	6.031149e+00
9.111111e+03	3.011600e+01	6.023200e+00
9.117117e+03	3.007634e+01	6.015267e+00
9.123123e+03	3.003675e+01	6.007350e+00
9.129129e+03	2.999724e+01	5.999448e+00
9.135135e+03	2.995781e+01	5.991562e+00
9.141141e+03	2.991846e+01	5.983691e+00
9.147147e+03	2.987918e+01	5.975836e+00
9.153153e+03	2.983998e+01	5.967996e+00
9.159159e+03	2.980086e+01	5.960172e+00
9.165165e+03	2.976182e+01	5.952363e+00
9.171171e+03	2.972285e+01	5.944569e+00
9.177177e+03	2.968396e+01	5.936791e+00
9.183183e+03	2.964514e+01	5.929028e+00
9.189189e+03	2.960640e+01	5.921280e+00
9.195195e+03	2.956774e+01	5.913548e+00
9.201201e+03	2.952915e+01	5.905830e+00
9.207207e+03	2.949064e+01	5.898128e+00
9.213213e+03	2.945220e+01	5.890440e+00
9.219219e+03	2.941384e+01	5.882768e+00
9.225225e+03	2.937555e+01	5.875111e+00
9.231231e+03	2.933734e+01	5.867468e+00
9.237237e+03	2.929920e+01	5.859841e+00
9.243243e+03	2.926114e+01	5.852228e+00
9.249249e+03	2.922315e+01	5.844630e+00
9.255255e+03	2.918524e+01	5.837047e+00
9.261261e+03	2.914739e+01	5.829479e+00
9.267267e+03	2.910963e+01	5.821925e+00
9.273273e+03	2.907193e+01	5.814386e+00
9.279279e+03	2.903431e+01	5.806862e+00
9.285285e+03	2.899676e+01	5.799352e+00
9.291291e+03	2.895929e+01	5.791857e+00
9.297297e+03	2.892188e+01	5.784377e+00
9.303303e+03	2.888455e+01	5.776911e+00
9.309309e+03	2.884729e+01	5.769459e+00
9.315315e+03	2.881011e+01	5.762022e+00
9.321321e+03	2.877299e+01	5.754599e+00
9.327327e+03	2.873595e+01	5.747190e+00
9.333333e+03	2.869898e+01	5.739796e+00
9.339339e+03	2.866208e+01	5.732416e+00
9.345345e+03	2.862525e+01	5.725050e+00
9.351351e+03	2.858849e+01	5.717699e+00
9.357357e+03	2.855181e+01	5.710361e+00
9.363363e+03	2.851519e+01	5.703038e+00
9.369369e+03	2.847864e+01	5.695729e+00
9.375375e+03	2.844217e+01	5.688433e+00
9.381381e+03	2.840576e+01	5.681152e+00
9.387387e+03	2.836942e+01	5.673885e+00
9.393393e+03	2.833316e+01	5.666632e+00
9.399399e+03	2.829696e+01	5.659392e+00
9.405405e+03	2.826083e+01	5.652167e+00
9.411411e+03	2.822478e+01	5.644955e+00
9.417417e+03	2.818879e+01	5.637757e+00
9.423423e+03	2.815286e+01	5.630573e+00
9.429429e+03	2.811701e+01	5.623403e+00
9.435435e+03	2.808123e+01	5.616246e+00
9.441441e+03	2.804551e+01	5.609103e+00
9.447447e+03	2.800987e+01	5.601973e+00
9.453453e+03	2.797429e+01	5.594857e+00
9.459459e+03	2.793878e+01	5.587755e+00
9.465465e+03	2.790333e+01	5.580666e+00
9.471471e+03	2.786795e+01	5.573591e+00
9.477477e+03	2.783265e+01	5.566529e+00
9.483483e+03	2.779740e+01	5.559481e+00
9.489489e+03	2.776223e+01	5.552446e+00
9.495495e+03	2.772712e+01	5.545424e+00
9.501502e+03	2.769208e+01	5.538415e+00
9.507508e+03	2.765710e+01	5.531420e+00
9.513514e+03	2.762219e+01	5.524438e+00
9.519520e+03	2.758735e+01	5.517470e+00
9.525526e+03	2.755257e+01	5.510514e+00
9.531532e+03	2.751786e+01	5.503572e+00
9.537538e+03	2.748321e+01	5.496642e+00
9.543544e+03	2.744863e+01	5.489726e+00
9.549550e+03	2.741412e+01	5.482823e+00
9.555556e+03	2.737966e+01	5.475933e+00
9.561562e+03	2.734528e+01	5.469056e+00
9.567568e+03	2.731096e+01	5.462192e+00
9.573574e+03	2.727670e+01	5.455340e+00
9.579580e+03	2.724251e+01	5.448502e+00
9.585586e+03	2.720838e+01	5.441676e+00
9.591592e+03	2.717432e+01	5.434864e+00
9.597598e+03	2.714032e+01	5.428064e+00
9.603604e+03	2.710638e+01	5.421276e+00
9.609610e+03	2.707251e+01	5.414502e+00
9.615616e+03	2.703870e+01	5.407740e+00
9.621622e+03	2.700496e+01	5.400991e+00
9.627628e+03	2.697127e+01	5.394255e+00
9.633634e+03	2.693765e+01	5.387531e+00
9.639640e+03	2.690410e+01	5.380819e+00
9.645646e+03	2.687060e+01	5.374120e+00
9.651652e+03	2.683717e+01	5.367434e+00
9.657658e+03	2.680380e+01	5.360760e+00
9.663664e+03	2.677049e+01	5.354099e+00
9.669670e+03	2.673725e+01	5.347450e+00
9.675676e+03	2.670407e+01	5.340813e+00
9.681682e+03	2.667095e+01	5.334189e+00
9.687688e+03	2.663789e+01	5.327577e+00
9.693694e+03	2.660489e+01	5.320977e+00
9.699700e+03	2.657195e+01	5.314390e+00
9.705706e+03	2.653907e+01	5.307815e+00
9.711712e+03	2.650626e+01	5.301252e+00
9.717718e+03	2.647351e+01	5.294701e+00
9.723724e+03	2.644081e+01	5.288162e+00
9.729730e+03	2.640818e+01	5.281636e+00
9.735736e+03	2.637561e+01	5.275121e+00
9.741742e+03	2.634309e+01	5.268619e+00
9.747748e+03	2.631064e+01	5.262128e+00
9.753754e+03	2.627825e+01	5.255650e+00
9.759760e+03	2.624592e+01	5.249183e+00
9.765766e+03	2.621364e+01	5.242729e+00
9.771772e+03	2.618143e+01	5.236286e+00
9.777778e+03	2.614928e+01	5.229855e+00
9.783784e+03	2.611718e+01	5.223436e+00
9.789790e+03	2.608515e+01	5.217029e+00
9.795796e+03	2.605317e+01	5.210634e+00
9.801802e+03	2.602125e+01	5.204250e+00
9.807808e+03	2.598939e+01	5.197878e+00
9.813814e+03	2.595759e+01	5.191518e+00
9.819820e+03	2.592585e+01	5.185170e+00
9.825826e+03	2.589416e+01	5.178833e+00
9.831832e+03	2.586254e+01	5.172507e+00
9.837838e+03	2.583097e+01	5.166194e+00
9.843844e+03	2.579946e+01	5.159892e+00
9.849850e+03	2.576800e+01	5.153601e+00
9.855856e+03	2.573661e+01	5.147322e+00
9.861862e+03	2.570527e+01	5.141054e+00
9.867868e+03	2.567399e+01	5.134798e+00
9.873874e+03	2.564277e+01	5.128553e+00
9.879880e+03	2.561160e+01	5.122320e+00
9.885886e+03	2.558049e+01	5.116098e+00
9.891892e+03	2.554943e+01	5.109887e+00
9.897898e+03	2.551844e+01	5.103687e+00
9.903904e+03	2.548750e+01	5.097499e+00
9.909910e+03	2.545661e+01	5.091322e+00
9.915916e+03	2.542578e+01	5.085157e+00
9.921922e+03	2.539501e+01	5.079002e+00
9.927928e+03	2.536429e+01	5.072859e+00
9.933934e+03	2.533363e+01	5.066727e+00
9.939940e+03	2.530303e+01	5.060606e+00
9.945946e+03	2.527248e+01	5.054496e+00
9.951952e+03	2.524198e+01	5.048397e+00
9.957958e+03	2.521154e+01	5.042309e+00
9.963964e+03	2.518116e+01	5.036232e+00
9.969970e+03	2.515083e+01	5.030166e+00
9.975976e+03	2.512055e+01	5.024111e+00
9.981982e+03	2.509033e+01	5.018067e+00
9.987988e+03	2.506017e+01	5.012034e+00
9.993994e+03	2.503006e+01	5.006011e+00
1.000000e+04	2.500000e+01	5.000000e+00
